PRSUC,PRCOD,PRFEC,PRPROV,PRCANT,PRPRE
SUC03,P103,2025-04-05,PROV06,95,588.43
SUC03,P103,2025-04-20,PROV07,109,603.02
SUC03,P103,2025-04-28,PROV05,79,556.83
SUC03,P103,2025-04-30,PROV12,56,597.02
SUC03,P103,2025-05-05,PROV14,65,601.27
SUC03,P103,2025-05-09,PROV09,126,624.33
SUC03,P103,2025-05-09,PROV14,23,600.89
SUC03,P103,2025-05-24,PROV08,121,596.65
SUC03,P103,2025-05-24,PROV13,91,606.42
SUC03,P103,2025-05-26,PROV12,65,588.57
SUC03,P103,2025-05-27,PROV09,7,274.43
SUC03,P103,2025-06-17,PROV06,89,590.6
SUC03,P103,2025-07-15,PROV10,112,596.54
SUC03,P103,2025-08-01,PROV09,101,616.77
SUC03,P103,2025-08-02,PROV05,70,596.14
SUC03,P103,2025-08-14,PROV01,123,601.7
SUC03,P103,2025-08-15,PROV04,130,643.79
SUC03,P103,2025-08-29,PROV13,60,627.3
SUC03,P103,2025-09-02,PROV08,124,631.16
SUC03,P103,2025-09-07,PROV02,55,615.36
SUC03,P103,2025-09-09,PROV12,94,602.38
SUC03,P103,2025-09-17,PROV13,128,613.95
SUC03,P103,2025-09-24,PROV05,101,605.66
SUC03,P103,2025-09-30,PROV05,106,608.31
SUC03,P103,2025-10-13,PROV01,9,266.85
SUC03,P103,2025-10-15,PROV14,31,629.47
SUC03,P103,2025-10-20,PROV10,32,599.55
SUC03,P103,2025-10-21,PROV02,80,607.65
SUC03,P103,2025-10-21,PROV04,102,655.2
SUC03,P103,2025-10-21,PROV05,81,612.14
SUC03,P103,2025-10-21,PROV05,65,586.82
SUC03,P103,2025-11-01,PROV11,42,602.26
SUC03,P103,2025-12-08,PROV01,116,627.58
SUC03,P103,2025-12-15,PROV10,6,274.1
SUC03,P104,2025-01-04,PROV12,106,747.48
SUC03,P104,2025-02-04,PROV03,65,736.07
SUC03,P104,2025-02-07,PROV05,12,261.53
SUC03,P104,2025-02-14,PROV05,121,733.58
SUC03,P104,2025-03-17,PROV15,47,741.79
SUC03,P104,2025-03-30,PROV02,127,744.44
SUC03,P104,2025-04-13,PROV11,73,735.19
SUC03,P104,2025-04-27,PROV07,38,763.96
SUC03,P104,2025-04-28,PROV09,128,776.64
SUC03,P104,2025-05-17,PROV08,5,263.45
SUC03,P104,2025-05-31,PROV14,104,773.13
SUC03,P104,2025-06-20,PROV01,56,773.71
SUC03,P104,2025-06-24,PROV03,117,767.38
SUC03,P104,2025-06-24,PROV10,65,744.37
SUC03,P104,2025-07-01,PROV03,130,813.25
SUC03,P104,2025-07-02,PROV12,82,794.71
SUC03,P104,2025-07-09,PROV08,77,767.53
SUC03,P104,2025-07-18,PROV08,58,795.39
SUC03,P104,2025-08-02,PROV01,97,762.73
SUC03,P104,2025-08-20,PROV14,119,799.95
SUC03,P104,2025-08-25,PROV12,66,797.3
SUC03,P104,2025-08-27,PROV01,102,761.93
SUC03,P104,2025-08-30,PROV02,128,789.92
SUC03,P104,2025-09-03,PROV03,27,807.69
SUC03,P104,2025-09-06,PROV13,123,783.35
SUC03,P104,2025-09-16,PROV06,97,774.85
SUC03,P104,2025-09-25,PROV03,121,778.98
SUC03,P104,2025-10-10,PROV04,89,810.62
SUC03,P104,2025-10-28,PROV09,70,818.82
SUC03,P104,2025-11-27,PROV15,39,758.61
SUC03,P104,2025-11-30,PROV15,104,792.38
SUC03,P104,2025-12-16,PROV10,2,269.64
SUC03,P104,2025-12-22,PROV13,74,829.8
SUC03,P104,2025-12-28,PROV10,121,788.45
SUC03,P105,2025-01-02,PROV03,21,783.9
SUC03,P105,2025-01-22,PROV07,68,759.6
SUC03,P105,2025-01-30,PROV07,47,793.53
SUC03,P105,2025-02-02,PROV11,128,787.14
SUC03,P105,2025-02-15,PROV08,30,808.23
SUC03,P105,2025-02-26,PROV02,128,808.0
SUC03,P105,2025-03-07,PROV04,68,810.45
SUC03,P105,2025-03-09,PROV14,29,793.76
SUC03,P105,2025-04-10,PROV15,109,794.84
SUC03,P105,2025-04-14,PROV06,43,257.92
SUC03,P105,2025-04-29,PROV04,128,822.58
SUC03,P105,2025-05-03,PROV04,60,850.03
SUC03,P105,2025-06-09,PROV08,66,806.03
SUC03,P105,2025-06-12,PROV11,65,785.58
SUC03,P105,2025-07-14,PROV05,23,789.48
SUC03,P105,2025-07-23,PROV09,95,259.53
SUC03,P105,2025-07-27,PROV11,87,254.31
SUC03,P105,2025-07-30,PROV11,91,806.38
SUC03,P105,2025-08-13,PROV12,96,824.8
SUC03,P105,2025-09-05,PROV06,32,799.39
SUC03,P105,2025-09-06,PROV02,49,842.18
SUC03,P105,2025-09-13,PROV09,36,837.4
SUC03,P105,2025-09-14,PROV13,129,823.47
SUC03,P105,2025-10-04,PROV12,52,840.55
SUC03,P105,2025-10-07,PROV10,77,838.06
SUC03,P105,2025-10-08,PROV06,117,815.77
SUC03,P105,2025-10-09,PROV05,35,820.98
SUC03,P105,2025-10-15,PROV04,76,854.15
SUC03,P105,2025-10-22,PROV06,98,813.27
SUC03,P105,2025-10-31,PROV02,28,842.76
SUC03,P105,2025-10-31,PROV11,51,805.95
SUC03,P105,2025-11-06,PROV02,55,861.43
SUC03,P105,2025-11-06,PROV03,106,860.49
SUC03,P105,2025-11-17,PROV11,44,826.53
SUC03,P105,2025-11-18,PROV07,36,856.2
SUC03,P105,2025-11-29,PROV11,114,255.54
SUC03,P105,2025-11-30,PROV10,94,814.53
SUC03,P105,2025-12-04,PROV06,116,814.68
SUC03,P105,2025-12-14,PROV06,49,831.06
SUC03,P105,2025-12-14,PROV11,130,860.39
SUC03,P106,2025-01-03,PROV01,55,932.03
SUC03,P106,2025-01-27,PROV08,69,932.87
SUC03,P106,2025-02-09,PROV03,110,928.04
SUC03,P106,2025-02-15,PROV05,57,910.32
SUC03,P106,2025-02-24,PROV03,34,972.8
SUC03,P106,2025-03-13,PROV01,123,905.86
SUC03,P106,2025-03-24,PROV12,51,960.36
SUC03,P106,2025-03-31,PROV14,55,985.98
SUC03,P106,2025-04-05,PROV15,56,909.76
SUC03,P106,2025-04-06,PROV05,112,929.8
SUC03,P106,2025-04-08,PROV13,119,944.12
SUC03,P106,2025-04-13,PROV01,65,921.9
SUC03,P106,2025-04-14,PROV10,115,905.91
SUC03,P106,2025-04-29,PROV02,42,949.36
SUC03,P106,2025-05-11,PROV15,119,939.6
SUC03,P106,2025-05-26,PROV03,99,973.93
SUC03,P106,2025-06-07,PROV03,90,995.81
SUC03,P106,2025-06-10,PROV07,95,990.05
SUC03,P106,2025-06-21,PROV12,117,959.95
SUC03,P106,2025-06-22,PROV07,115,966.72
SUC03,P106,2025-07-07,PROV08,106,955.81
SUC03,P106,2025-07-08,PROV04,33,255.73
SUC03,P106,2025-07-14,PROV14,42,256.88
SUC03,P106,2025-07-19,PROV03,64,999.7
SUC03,P106,2025-07-22,PROV07,81,969.57
SUC03,P106,2025-07-24,PROV08,56,994.72
SUC03,P106,2025-07-28,PROV08,85,998.94
SUC03,P106,2025-07-29,PROV10,50,262.12
SUC03,P106,2025-08-05,PROV06,24,260.45
SUC03,P106,2025-08-08,PROV13,28,1005.66
SUC03,P106,2025-08-13,PROV10,16,254.15
SUC03,P106,2025-08-28,PROV03,76,965.61
SUC03,P106,2025-09-12,PROV01,57,946.46
SUC03,P106,2025-09-15,PROV14,20,260.69
SUC03,P106,2025-10-13,PROV03,32,1020.32
SUC03,P106,2025-10-17,PROV11,43,993.32
SUC03,P106,2025-10-24,PROV02,46,1003.82
SUC03,P106,2025-10-26,PROV14,96,1032.08
SUC03,P106,2025-11-06,PROV07,35,260.14
SUC03,P106,2025-11-07,PROV07,16,263.21
SUC03,P106,2025-11-07,PROV14,119,1055.77
SUC03,P106,2025-11-10,PROV14,102,1046.4
SUC03,P106,2025-11-10,PROV15,67,976.52
SUC03,P106,2025-11-11,PROV15,117,995.53
SUC03,P106,2025-11-14,PROV03,70,1020.52
SUC03,P106,2025-11-17,PROV01,26,1008.6
SUC03,P106,2025-11-19,PROV10,35,969.54
SUC03,P106,2025-11-20,PROV04,70,1059.55
SUC03,P106,2025-11-24,PROV08,31,1042.39
SUC03,P106,2025-11-26,PROV01,129,994.36
SUC03,P106,2025-12-06,PROV12,61,1001.6
SUC03,P106,2025-12-06,PROV15,63,989.61
SUC03,P106,2025-12-08,PROV07,51,262.01
SUC03,P106,2025-12-10,PROV03,81,1042.13
SUC03,P107,2025-01-01,PROV05,27,1005.86
SUC03,P107,2025-01-08,PROV12,72,1003.4
SUC03,P107,2025-01-10,PROV08,120,1036.39
SUC03,P107,2025-01-16,PROV08,30,273.27
SUC03,P107,2025-02-03,PROV14,42,1061.33
SUC03,P107,2025-02-13,PROV04,23,269.92
SUC03,P107,2025-03-10,PROV08,94,1061.31
SUC03,P107,2025-03-14,PROV13,44,268.21
SUC03,P107,2025-03-17,PROV10,77,1025.75
SUC03,P107,2025-03-18,PROV06,111,1027.3
SUC03,P107,2025-04-26,PROV14,32,1080.29
SUC03,P107,2025-05-01,PROV01,59,1006.49
SUC03,P107,2025-05-15,PROV12,24,1058.02
SUC03,P107,2025-05-18,PROV13,94,1066.41
SUC03,P107,2025-06-11,PROV14,74,1103.38
SUC03,P107,2025-06-23,PROV13,82,1099.52
SUC03,P107,2025-07-06,PROV06,77,1073.37
SUC03,P107,2025-07-12,PROV11,54,270.67
SUC03,P107,2025-07-13,PROV02,56,1039.47
SUC03,P107,2025-07-17,PROV12,105,1087.34
SUC03,P107,2025-08-08,PROV01,77,1031.46
SUC03,P107,2025-08-22,PROV01,123,1075.25
SUC03,P107,2025-08-23,PROV02,96,1074.8
SUC03,P107,2025-08-26,PROV13,115,1076.62
SUC03,P107,2025-09-19,PROV07,128,1101.29
SUC03,P107,2025-09-20,PROV15,122,1021.39
SUC03,P107,2025-09-24,PROV02,112,1095.95
SUC03,P107,2025-09-25,PROV05,116,1079.26
SUC03,P107,2025-09-26,PROV09,30,1129.37
SUC03,P107,2025-10-11,PROV08,48,1080.41
SUC03,P107,2025-10-14,PROV01,41,276.26
SUC03,P107,2025-10-22,PROV14,23,1137.51
SUC03,P107,2025-10-28,PROV14,83,1141.3
SUC03,P107,2025-10-31,PROV07,40,1104.61
SUC03,P107,2025-10-31,PROV10,76,1050.27
SUC03,P107,2025-11-02,PROV09,31,1124.25
SUC03,P107,2025-11-19,PROV01,119,1064.03
SUC03,P107,2025-11-21,PROV12,40,1111.0
SUC03,P107,2025-11-24,PROV06,85,1100.59
SUC03,P107,2025-11-26,PROV08,65,1138.28
SUC03,P107,2025-12-07,PROV03,99,1148.54
SUC03,P107,2025-12-20,PROV13,70,1113.93
SUC03,P107,2025-12-23,PROV07,64,1139.78
SUC03,P108,2025-02-01,PROV09,47,1192.04
SUC03,P108,2025-02-13,PROV15,54,267.37
SUC03,P108,2025-02-18,PROV11,8,1155.41
SUC03,P108,2025-02-23,PROV05,36,1149.87
SUC03,P108,2025-03-12,PROV05,26,1135.28
SUC03,P108,2025-04-17,PROV13,28,1195.6
SUC03,P108,2025-04-23,PROV01,22,1175.28
SUC03,P108,2025-04-23,PROV12,32,271.3
SUC03,P108,2025-05-09,PROV08,18,1183.54
SUC03,P108,2025-05-19,PROV05,14,1169.92
SUC03,P108,2025-06-02,PROV13,16,265.33
SUC03,P108,2025-07-19,PROV04,11,267.5
SUC03,P108,2025-08-02,PROV02,7,1212.68
SUC03,P108,2025-08-25,PROV11,9,1181.68
SUC03,P108,2025-09-11,PROV13,56,1284.37
SUC03,P108,2025-10-17,PROV13,63,1235.39
SUC03,P108,2025-10-18,PROV06,48,269.31
SUC03,P108,2025-10-20,PROV07,29,1223.72
SUC03,P108,2025-10-26,PROV11,59,266.76
SUC03,P108,2025-11-22,PROV06,5,1273.54
SUC03,P108,2025-11-27,PROV15,42,1189.6
SUC03,P108,2025-11-29,PROV07,11,1279.46
SUC03,P108,2025-12-09,PROV04,40,1317.86
SUC03,P109,2025-01-09,PROV08,19,251.33
SUC03,P109,2025-01-16,PROV09,14,1284.31
SUC03,P109,2025-01-18,PROV02,55,246.91
SUC03,P109,2025-02-13,PROV02,11,1212.16
SUC03,P109,2025-03-01,PROV10,52,1203.78
SUC03,P109,2025-03-02,PROV12,38,1234.72
SUC03,P109,2025-03-22,PROV06,26,1225.59
SUC03,P109,2025-05-17,PROV14,55,1268.26
SUC03,P109,2025-06-13,PROV07,35,1242.86
SUC03,P109,2025-07-30,PROV15,18,1234.37
SUC03,P109,2025-09-05,PROV15,41,1246.51
SUC03,P109,2025-10-14,PROV14,10,254.99
SUC03,P109,2025-11-26,PROV09,42,247.87
SUC03,P109,2025-12-03,PROV11,40,1284.05
SUC03,P110,2025-01-04,PROV10,59,258.69
SUC03,P110,2025-01-15,PROV04,43,1391.65
SUC03,P110,2025-02-17,PROV10,33,264.59
SUC03,P110,2025-03-03,PROV11,60,1317.92
SUC03,P110,2025-03-08,PROV14,63,1404.8
SUC03,P110,2025-03-11,PROV10,43,1298.03
SUC03,P110,2025-03-18,PROV04,11,262.06
SUC03,P110,2025-05-23,PROV12,30,1370.26
SUC03,P110,2025-06-15,PROV12,55,1412.96
SUC03,P110,2025-06-25,PROV15,14,258.36
SUC03,P110,2025-09-04,PROV14,32,1465.24
SUC03,P110,2025-09-05,PROV11,59,1410.87
SUC03,P110,2025-10-19,PROV07,11,1468.45
SUC03,P110,2025-11-20,PROV15,45,257.61
SUC03,P110,2025-12-16,PROV08,36,1457.0
SUC03,P110,2025-12-23,PROV14,59,258.17
SUC03,P111,2025-01-01,PROV04,9,1454.32
SUC03,P111,2025-01-02,PROV01,30,1381.59
SUC03,P111,2025-01-03,PROV06,54,1396.86
SUC03,P111,2025-01-17,PROV01,99,254.83
SUC03,P111,2025-02-04,PROV06,33,1448.48
SUC03,P111,2025-02-17,PROV13,30,1476.13
SUC03,P111,2025-04-10,PROV11,64,1466.76
SUC03,P111,2025-04-22,PROV12,90,256.65
SUC03,P111,2025-05-11,PROV11,35,1490.26
SUC03,P111,2025-05-18,PROV10,111,251.37
SUC03,P111,2025-05-27,PROV05,59,256.59
SUC03,P111,2025-07-15,PROV11,48,1492.72
SUC03,P111,2025-08-28,PROV03,18,1539.29
SUC03,P111,2025-08-30,PROV09,47,257.73
SUC03,P111,2025-08-30,PROV14,60,1579.24
SUC03,P111,2025-09-01,PROV06,53,1517.55
SUC03,P111,2025-09-02,PROV12,103,250.99
SUC03,P111,2025-09-15,PROV09,58,1533.8
SUC03,P111,2025-09-20,PROV11,27,1543.07
SUC03,P111,2025-10-20,PROV03,54,1540.84
SUC03,P111,2025-11-08,PROV04,44,1580.81
SUC03,P111,2025-11-15,PROV06,9,1576.12
SUC03,P111,2025-11-21,PROV14,14,1556.95
SUC03,P111,2025-11-22,PROV14,54,251.97
SUC03,P111,2025-12-08,PROV07,113,253.99
SUC03,P111,2025-12-24,PROV13,42,1604.56
SUC03,P111,2025-12-31,PROV13,40,1601.26
SUC03,P112,2025-01-13,PROV15,35,1469.07
SUC03,P112,2025-01-28,PROV03,60,1554.67
SUC03,P112,2025-02-01,PROV05,10,1469.2
SUC03,P112,2025-02-27,PROV01,53,265.59
SUC03,P112,2025-03-08,PROV07,33,1586.85
SUC03,P112,2025-03-18,PROV03,8,1596.2
SUC03,P112,2025-04-25,PROV14,35,1598.36
SUC03,P112,2025-04-29,PROV06,56,258.48
SUC03,P112,2025-05-02,PROV01,64,1541.87
SUC03,P112,2025-05-10,PROV13,5,1593.63
SUC03,P112,2025-05-17,PROV06,15,258.79
SUC03,P112,2025-05-17,PROV08,39,1655.96
SUC03,P112,2025-06-19,PROV07,34,266.17
SUC03,P112,2025-06-26,PROV15,46,1556.71
SUC03,P112,2025-07-30,PROV11,65,1565.58
SUC03,P112,2025-09-15,PROV03,9,1643.9
SUC03,P112,2025-09-22,PROV12,48,1646.95
SUC03,P112,2025-10-18,PROV09,44,1709.47
SUC03,P112,2025-10-19,PROV06,10,1666.94
SUC03,P112,2025-10-20,PROV05,14,262.03
SUC03,P112,2025-10-30,PROV06,21,1620.61
SUC03,P112,2025-12-22,PROV08,38,1690.47
SUC03,P112,2025-12-27,PROV08,8,1695.93
SUC03,P113,2025-01-13,PROV09,119,244.32
SUC03,P113,2025-01-13,PROV11,46,1643.9
SUC03,P113,2025-04-13,PROV08,45,238.03
SUC03,P113,2025-04-20,PROV01,27,1644.37
SUC03,P113,2025-06-01,PROV09,55,1727.66
SUC03,P113,2025-06-15,PROV13,49,1664.81
SUC03,P113,2025-06-26,PROV07,21,1725.81
SUC03,P113,2025-06-30,PROV11,60,242.77
SUC03,P113,2025-08-11,PROV05,5,1643.06
SUC03,P113,2025-08-19,PROV14,50,239.59
SUC03,P113,2025-08-26,PROV12,64,1667.29
SUC03,P113,2025-10-07,PROV12,45,1706.38
SUC03,P113,2025-11-05,PROV03,16,1833.16
SUC03,P113,2025-11-21,PROV15,51,1741.3
SUC03,P113,2025-12-04,PROV01,41,244.59
SUC03,P113,2025-12-09,PROV15,28,1753.71
SUC03,P114,2025-02-02,PROV05,11,1697.44
SUC03,P114,2025-02-18,PROV13,52,1816.66
SUC03,P114,2025-02-21,PROV07,54,1787.93
SUC03,P114,2025-03-12,PROV07,45,1832.61
SUC03,P114,2025-03-18,PROV11,57,271.83
SUC03,P114,2025-04-17,PROV15,5,1709.57
SUC03,P114,2025-05-03,PROV08,27,273.05
SUC03,P114,2025-08-12,PROV07,40,269.19
SUC03,P114,2025-09-06,PROV12,48,1903.66
SUC03,P114,2025-09-12,PROV07,54,269.4
SUC03,P114,2025-10-09,PROV13,52,272.91
SUC03,P114,2025-10-19,PROV11,41,1856.72
SUC03,P114,2025-11-08,PROV10,5,1858.39
SUC03,P114,2025-11-24,PROV04,31,279.21
SUC03,P114,2025-12-13,PROV12,21,1965.62
SUC03,P114,2025-12-19,PROV13,11,1994.65
SUC03,P115,2025-01-04,PROV09,14,1915.94
SUC03,P115,2025-01-21,PROV04,60,1925.74
SUC03,P115,2025-01-23,PROV07,10,1803.95
SUC03,P115,2025-02-03,PROV15,49,1785.38
SUC03,P115,2025-03-04,PROV14,45,1951.79
SUC03,P115,2025-03-28,PROV03,24,1879.11
SUC03,P115,2025-04-02,PROV10,8,1781.33
SUC03,P115,2025-04-14,PROV05,29,1869.56
SUC03,P115,2025-04-23,PROV12,44,1895.53
SUC03,P115,2025-05-11,PROV02,23,1872.45
SUC03,P115,2025-05-19,PROV11,8,1898.49
SUC03,P115,2025-05-27,PROV05,45,1873.52
SUC03,P115,2025-06-09,PROV11,41,1904.44
SUC03,P115,2025-06-16,PROV13,8,1898.55
SUC03,P115,2025-07-10,PROV10,107,257.88
SUC03,P115,2025-07-12,PROV05,15,1913.27
SUC03,P115,2025-07-25,PROV13,41,2006.14
SUC03,P115,2025-08-17,PROV14,52,1992.85
SUC03,P115,2025-08-25,PROV03,49,257.84
SUC03,P115,2025-09-01,PROV06,59,1953.7
SUC03,P115,2025-09-05,PROV11,102,253.6
SUC03,P115,2025-09-12,PROV14,29,1973.41
SUC03,P115,2025-09-17,PROV13,60,1957.11
SUC03,P115,2025-09-19,PROV08,64,2030.84
SUC03,P115,2025-10-02,PROV10,56,1939.29
SUC03,P115,2025-10-18,PROV11,34,1899.24
SUC03,P115,2025-11-27,PROV11,36,2020.76
SUC03,P115,2025-11-30,PROV14,80,257.24
SUC03,P115,2025-12-14,PROV07,47,2047.23
SUC03,P116,2025-01-28,PROV04,32,2042.81
SUC03,P116,2025-03-15,PROV01,64,1956.53
SUC03,P116,2025-04-08,PROV05,30,1914.75
SUC03,P116,2025-04-25,PROV01,42,2029.23
SUC03,P116,2025-05-12,PROV10,9,1996.42
SUC03,P116,2025-05-22,PROV01,63,1967.64
SUC03,P116,2025-06-01,PROV09,40,273.94
SUC03,P116,2025-06-24,PROV14,10,2132.26
SUC03,P116,2025-06-26,PROV01,61,2003.84
SUC03,P116,2025-07-06,PROV09,56,2175.92
SUC03,P116,2025-08-10,PROV09,53,271.61
SUC03,P116,2025-08-12,PROV10,48,2050.96
SUC03,P116,2025-08-15,PROV04,21,2206.57
SUC03,P116,2025-09-11,PROV13,17,273.36
SUC03,P116,2025-09-14,PROV14,43,2206.93
SUC03,P116,2025-09-24,PROV09,61,2231.05
SUC03,P116,2025-09-28,PROV15,15,268.56
SUC03,P116,2025-10-14,PROV09,51,267.59
SUC03,P116,2025-11-04,PROV10,35,268.05
SUC03,P116,2025-11-05,PROV05,34,2106.05
SUC03,P116,2025-11-13,PROV06,21,2075.63
SUC03,P117,2025-01-04,PROV11,17,1960.55
SUC03,P117,2025-03-18,PROV06,22,2000.59
SUC03,P117,2025-03-28,PROV13,51,2142.72
SUC03,P117,2025-04-01,PROV13,60,2123.14
SUC03,P117,2025-04-08,PROV01,30,252.6
SUC03,P117,2025-04-26,PROV05,65,2004.34
SUC03,P117,2025-04-28,PROV04,36,249.79
SUC03,P117,2025-05-24,PROV02,25,252.88
SUC03,P117,2025-06-07,PROV08,35,244.92
SUC03,P117,2025-06-17,PROV04,33,2148.58
SUC03,P117,2025-07-23,PROV06,18,2090.12
SUC03,P117,2025-08-15,PROV03,18,251.89
SUC03,P117,2025-08-20,PROV01,30,249.73
SUC03,P117,2025-09-02,PROV10,30,250.09
SUC03,P117,2025-09-02,PROV11,27,2213.6
SUC03,P117,2025-09-03,PROV03,22,2177.32
SUC03,P117,2025-09-07,PROV13,59,2164.84
SUC03,P117,2025-09-25,PROV12,46,2251.07
SUC03,P117,2025-10-01,PROV09,31,2215.02
SUC03,P117,2025-10-05,PROV12,41,2169.31
SUC03,P117,2025-10-15,PROV01,48,250.11
SUC03,P117,2025-10-17,PROV06,49,2182.7
SUC03,P117,2025-10-20,PROV12,60,2253.55
SUC03,P117,2025-11-17,PROV01,59,2196.57
SUC03,P117,2025-11-20,PROV07,21,2200.9
SUC03,P117,2025-12-11,PROV12,49,251.03
SUC03,P117,2025-12-21,PROV07,17,2212.45
SUC03,P118,2025-01-13,PROV03,65,2166.53
SUC03,P118,2025-01-18,PROV11,26,2132.12
SUC03,P118,2025-02-05,PROV05,45,2095.75
SUC03,P118,2025-02-06,PROV10,34,2125.81
SUC03,P118,2025-03-10,PROV11,63,2216.88
SUC03,P118,2025-03-25,PROV06,32,2127.58
SUC03,P118,2025-03-26,PROV15,52,270.85
SUC03,P118,2025-03-29,PROV09,13,2239.03
SUC03,P118,2025-05-03,PROV12,33,2305.94
SUC03,P118,2025-05-09,PROV14,42,2336.88
SUC03,P118,2025-05-10,PROV05,49,275.84
SUC03,P118,2025-06-06,PROV06,53,2226.78
SUC03,P118,2025-06-29,PROV10,9,2210.48
SUC03,P118,2025-07-14,PROV11,46,2276.83
SUC03,P118,2025-07-16,PROV12,18,2246.39
SUC03,P118,2025-08-01,PROV01,14,270.08
SUC03,P118,2025-08-03,PROV03,25,269.71
SUC03,P118,2025-08-12,PROV05,52,2242.96
SUC03,P118,2025-08-20,PROV07,57,2242.8
SUC03,P118,2025-08-24,PROV14,40,2428.91
SUC03,P118,2025-08-31,PROV05,61,2197.04
SUC03,P118,2025-09-11,PROV02,21,274.48
SUC03,P118,2025-10-07,PROV09,21,2377.12
SUC03,P118,2025-10-14,PROV01,12,272.17
SUC03,P118,2025-10-15,PROV11,22,2286.56
SUC03,P118,2025-10-16,PROV15,53,2330.72
SUC03,P118,2025-11-28,PROV08,56,2431.36
SUC03,P119,2025-01-26,PROV08,28,2372.09
SUC03,P119,2025-02-22,PROV14,53,2395.9
SUC03,P119,2025-03-12,PROV09,38,2399.87
SUC03,P119,2025-03-26,PROV06,5,2344.35
SUC03,P119,2025-05-07,PROV05,48,2317.55
SUC03,P119,2025-05-16,PROV05,33,2250.29
SUC03,P119,2025-05-25,PROV13,47,249.58
SUC03,P119,2025-06-22,PROV11,63,2283.72
SUC03,P119,2025-07-01,PROV04,23,2417.79
SUC03,P119,2025-07-18,PROV07,35,2406.48
SUC03,P119,2025-07-30,PROV08,16,2434.89
SUC03,P119,2025-08-01,PROV03,30,2459.28
SUC03,P119,2025-08-09,PROV12,65,2472.75
SUC03,P119,2025-08-24,PROV01,29,248.23
SUC03,P119,2025-08-30,PROV10,18,246.62
SUC03,P119,2025-09-06,PROV13,7,2411.63
SUC03,P119,2025-09-13,PROV08,48,2487.21
SUC03,P119,2025-09-28,PROV15,10,2440.86
SUC03,P119,2025-10-10,PROV08,24,2468.36
SUC03,P119,2025-10-19,PROV13,51,2565.01
SUC03,P119,2025-10-27,PROV07,55,2436.5
SUC03,P119,2025-10-29,PROV03,38,2538.95
SUC03,P119,2025-11-05,PROV06,18,2404.2
SUC03,P119,2025-11-18,PROV07,60,2498.29
SUC03,P119,2025-12-04,PROV10,42,245.48
SUC03,P119,2025-12-23,PROV04,42,2553.07
SUC03,P120,2025-01-09,PROV09,53,2562.35
SUC03,P120,2025-01-11,PROV09,15,2429.91
SUC03,P120,2025-01-14,PROV15,61,2363.87
SUC03,P120,2025-01-29,PROV09,26,2531.69
SUC03,P120,2025-03-22,PROV10,49,2421.02
SUC03,P120,2025-04-04,PROV05,50,247.83
SUC03,P120,2025-04-09,PROV02,13,2433.18
SUC03,P120,2025-04-24,PROV04,48,2570.75
SUC03,P120,2025-05-19,PROV08,28,2586.69
SUC03,P120,2025-05-20,PROV02,58,2459.89
SUC03,P120,2025-05-30,PROV15,21,251.71
SUC03,P120,2025-06-01,PROV01,28,2505.95
SUC03,P120,2025-06-02,PROV09,24,250.14
SUC03,P120,2025-07-06,PROV08,35,2543.48
SUC03,P120,2025-07-21,PROV02,16,2490.06
SUC03,P120,2025-08-10,PROV01,42,2586.39
SUC03,P120,2025-08-18,PROV13,54,2661.33
SUC03,P120,2025-09-22,PROV05,38,2509.6
SUC03,P120,2025-09-25,PROV03,20,251.43
SUC03,P120,2025-09-26,PROV05,59,2503.21
SUC03,P120,2025-10-02,PROV07,37,249.74
SUC03,P120,2025-11-13,PROV08,46,252.83
SUC03,P120,2025-12-01,PROV07,35,246.2
SUC03,P120,2025-12-25,PROV05,38,252.79
SUC03,P121,2025-01-04,PROV11,28,2459.23
SUC03,P121,2025-01-23,PROV01,18,2485.84
SUC03,P121,2025-01-24,PROV10,56,2333.22
SUC03,P121,2025-01-28,PROV05,42,260.16
SUC03,P121,2025-02-07,PROV12,63,2510.29
SUC03,P121,2025-02-18,PROV11,28,2420.49
SUC03,P121,2025-02-20,PROV09,58,2577.62
SUC03,P121,2025-02-22,PROV06,55,2435.18
SUC03,P121,2025-02-28,PROV10,44,2375.64
SUC03,P121,2025-03-03,PROV03,37,261.44
SUC03,P121,2025-04-27,PROV13,42,2546.55
SUC03,P121,2025-05-14,PROV03,43,2635.1
SUC03,P121,2025-06-05,PROV15,52,2513.16
SUC03,P121,2025-08-09,PROV15,53,2543.2
SUC03,P121,2025-08-14,PROV07,47,261.45
SUC03,P121,2025-08-28,PROV05,35,2509.66
SUC03,P121,2025-08-31,PROV05,13,2557.66
SUC03,P121,2025-09-14,PROV02,51,2706.68
SUC03,P121,2025-10-01,PROV02,55,260.08
SUC03,P121,2025-10-15,PROV02,49,2650.37
SUC03,P121,2025-10-25,PROV13,31,2631.84
SUC03,P121,2025-11-02,PROV09,52,2832.45
SUC03,P121,2025-11-02,PROV13,65,2724.44
SUC03,P121,2025-11-08,PROV09,56,2737.76
SUC03,P121,2025-11-18,PROV14,43,2802.85
SUC03,P121,2025-11-29,PROV10,65,2598.51
SUC03,P121,2025-12-04,PROV07,24,2770.49
SUC03,P121,2025-12-21,PROV14,57,2853.18
SUC03,P121,2025-12-26,PROV01,16,2589.48
SUC03,P122,2025-01-21,PROV15,5,2537.8
SUC03,P122,2025-02-02,PROV11,5,2584.75
